Timestamp,ShipmentID,PowerDraw_kW,Vibration_mm_s,CompressorCycles_per_hr,Failure_Likely
2023-01-13 05:15:00,S1059,4.79,0.62,12.08,False
2023-01-13 05:30:00,S1059,4.73,0.57,9.77,False
2023-01-13 05:45:00,S1059,4.69,0.45,9.27,False
2023-01-13 06:00:00,S1059,4.71,0.64,10.56,False
2023-01-13 06:15:00,S1059,4.53,0.45,9.89,False
2023-01-13 06:30:00,S1059,4.43,0.52,9.58,False
2023-01-13 06:45:00,S1059,4.31,0.43,10.75,False
2023-01-13 07:00:00,S1059,4.48,0.29,11.06,False
2023-01-13 07:15:00,S1059,4.88,0.57,11.33,False
2023-01-13 07:30:00,S1059,4.55,0.45,11.48,False
2023-01-13 07:45:00,S1059,4.37,0.67,9.77,False
2023-01-13 08:00:00,S1059,4.13,0.28,11.29,False
2023-01-13 08:15:00,S1059,4.51,0.51,9.25,False
2023-01-13 08:30:00,S1059,4.41,0.47,10.39,False
2023-01-13 08:45:00,S1059,4.65,0.36,11.68,False
2023-01-13 09:00:00,S1059,4.41,0.5,9.1,False
2023-01-13 09:15:00,S1059,4.59,0.44,9.52,False
2023-01-13 09:30:00,S1059,4.36,0.6,9.72,False
2023-01-13 09:45:00,S1059,4.44,0.49,10.01,False
2023-01-13 10:00:00,S1059,4.76,0.59,9.26,False
2023-01-13 10:15:00,S1059,4.45,0.35,10.19,False
2023-01-13 10:30:00,S1059,4.51,0.45,10.33,False
2023-01-13 10:45:00,S1059,4.74,0.49,11.11,False
2023-01-13 11:00:00,S1059,4.44,0.53,10.45,False
2023-01-13 11:15:00,S1059,4.79,0.45,10.68,False
2023-01-13 11:30:00,S1059,4.58,0.55,10.35,False
2023-01-13 11:45:00,S1059,4.54,0.42,9.18,False
2023-01-13 12:00:00,S1059,4.45,0.24,9.49,False
2023-01-13 12:15:00,S1059,4.66,0.56,9.89,False
2023-01-13 12:30:00,S1059,4.36,0.42,10.8,False
2023-01-13 12:45:00,S1059,4.41,0.5,9.71,False
2023-01-13 13:00:00,S1059,4.56,0.6,9.45,False
2023-01-13 13:15:00,S1059,4.57,0.54,11.28,False
2023-01-13 13:30:00,S1059,4.59,0.49,8.96,False
2023-01-13 13:45:00,S1059,4.46,0.35,9.07,False
2023-01-13 14:00:00,S1059,4.69,0.57,10.26,False
2023-01-13 14:15:00,S1059,4.71,0.29,9.03,False
2023-01-13 14:30:00,S1059,4.37,0.45,9.73,False
2023-01-13 14:45:00,S1059,4.54,0.47,10.58,False
2023-01-13 15:00:00,S1059,4.33,0.52,8.22,False
2023-01-13 15:15:00,S1059,4.3,0.47,9.26,False
2023-01-13 15:30:00,S1059,4.63,0.47,9.85,False
2023-01-13 15:45:00,S1059,4.47,0.54,10.27,False
2023-01-13 16:00:00,S1059,5.08,0.55,8.25,False
2023-01-13 16:15:00,S1059,4.41,0.53,12.25,False
2023-01-13 16:30:00,S1059,4.37,0.56,9.83,False
2023-01-13 16:45:00,S1059,4.49,0.45,9.57,False
2023-01-13 17:00:00,S1059,4.27,0.76,9.73,False
2023-01-13 17:15:00,S1059,4.71,0.32,8.52,False
2023-01-13 17:30:00,S1059,4.66,0.5,10.79,False
2023-01-13 17:45:00,S1059,4.54,0.49,9.55,False
2023-01-13 18:00:00,S1059,4.38,0.3,12.01,False
2023-01-13 18:15:00,S1059,4.73,0.4,10.08,False
2023-01-13 18:30:00,S1059,4.67,0.57,9.46,False
2023-01-13 18:45:00,S1059,4.29,0.49,10.06,False
2023-01-13 19:00:00,S1059,4.15,0.49,9.58,False
2023-01-13 19:15:00,S1059,4.7,0.5,9.43,False
2023-01-13 19:30:00,S1059,4.84,0.44,7.68,False
2023-01-13 19:45:00,S1059,4.74,0.53,10.77,False
2023-01-13 20:00:00,S1059,4.66,0.51,9.06,False
2023-01-13 20:15:00,S1059,4.61,0.69,11.73,False
2023-01-13 20:30:00,S1059,4.37,0.53,9.82,False
2023-01-13 20:45:00,S1059,4.37,0.66,10.15,False
2023-01-13 21:00:00,S1059,4.73,0.5,10.64,False
2023-01-13 21:15:00,S1059,4.36,0.76,10.97,False
2023-01-13 21:30:00,S1059,4.79,0.46,11.46,False
2023-01-13 21:45:00,S1059,4.69,0.45,10.01,False
2023-01-13 22:00:00,S1059,4.44,0.6,8.6,False
2023-01-13 22:15:00,S1059,4.36,0.39,11.8,False
2023-01-13 22:30:00,S1059,4.57,0.4,10.75,False
2023-01-13 22:45:00,S1059,4.61,0.42,9.59,False
2023-01-13 23:00:00,S1059,4.35,0.51,8.98,False
2023-01-13 23:15:00,S1059,4.37,0.5,9.75,False
2023-01-13 23:30:00,S1059,4.57,0.46,10.84,False
2023-01-13 23:45:00,S1059,4.48,0.43,9.37,False
2023-01-14 00:00:00,S1059,4.48,0.39,10.7,False
2023-01-14 00:15:00,S1059,4.33,0.44,11.01,False
2023-01-14 00:30:00,S1059,4.52,0.67,10.36,False
2023-01-14 00:45:00,S1059,4.44,0.59,9.67,False
2023-01-14 01:00:00,S1059,4.33,0.27,9.55,False
2023-01-14 01:15:00,S1059,4.66,0.43,11.23,False
2023-01-14 01:30:00,S1059,4.21,0.49,9.59,False
2023-01-14 01:45:00,S1059,4.68,0.5,10.22,False
2023-01-14 02:00:00,S1059,4.53,0.39,10.1,False
2023-01-14 02:15:00,S1059,4.6,0.39,10.73,False
2023-01-14 02:30:00,S1059,4.23,0.54,8.81,False
2023-01-14 02:45:00,S1059,4.66,0.43,9.45,False
2023-01-14 03:00:00,S1059,4.42,0.33,8.19,False
2023-01-14 03:15:00,S1059,4.54,0.61,9.98,False
2023-01-14 03:30:00,S1059,4.34,0.47,12.67,False
2023-01-14 03:45:00,S1059,4.26,0.49,8.99,False
2023-01-14 04:00:00,S1059,4.71,0.54,10.06,False
2023-01-14 04:15:00,S1059,4.43,0.53,12.43,False
2023-01-14 04:30:00,S1059,4.78,0.72,9.09,False
2023-01-14 04:45:00,S1059,4.4,0.32,12.56,False
2023-01-14 05:00:00,S1059,4.39,0.65,9.83,False
2023-01-14 05:15:00,S1059,4.53,0.71,10.81,False
2023-01-14 05:30:00,S1059,4.52,0.58,9.82,False
2023-01-14 05:45:00,S1059,4.9,0.64,10.95,False
2023-01-14 06:00:00,S1059,4.15,0.46,9.33,False
2023-01-14 06:15:00,S1059,4.6,0.46,9.08,False
2023-01-14 06:30:00,S1059,4.19,0.44,10.71,False
2023-01-14 06:45:00,S1059,4.32,0.45,10.56,False
2023-01-14 07:00:00,S1059,4.98,0.59,11.35,False
2023-01-14 07:15:00,S1059,4.43,0.4,8.8,False
2023-01-14 07:30:00,S1059,4.84,0.27,10.34,False
2023-01-14 07:45:00,S1059,4.65,0.38,9.27,False
2023-01-14 08:00:00,S1059,4.32,0.41,9.05,False
2023-01-14 08:15:00,S1059,4.39,0.39,11.31,False
2023-01-14 08:30:00,S1059,4.28,0.47,10.94,False
2023-01-14 08:45:00,S1059,4.76,0.54,9.03,False
2023-01-14 09:00:00,S1059,4.42,0.57,9.97,False
2023-01-14 09:15:00,S1059,4.48,0.5,9.22,False
2023-01-14 09:30:00,S1059,4.39,0.43,9.27,False
2023-01-14 09:45:00,S1059,4.59,0.51,12.09,False
2023-01-14 10:00:00,S1059,4.48,0.5,10.6,False
2023-01-14 10:15:00,S1059,4.54,0.47,9.75,False
2023-01-14 10:30:00,S1059,4.6,0.17,10.45,False
2023-01-14 10:45:00,S1059,4.54,0.41,10.16,False
2023-01-14 11:00:00,S1059,4.28,0.42,11.29,False
2023-01-14 11:15:00,S1059,4.33,0.38,11.2,False
2023-01-14 11:30:00,S1059,4.69,0.53,9.31,False
2023-01-14 11:45:00,S1059,4.85,0.5,10.46,False
2023-01-14 12:00:00,S1059,4.82,0.46,10.25,False
2023-01-14 12:15:00,S1059,4.89,0.52,9.42,False
2023-01-14 12:30:00,S1059,4.44,0.45,9.83,False
2023-01-14 12:45:00,S1059,4.45,0.53,8.89,False
2023-01-14 13:00:00,S1059,4.74,0.5,10.06,False
2023-01-14 13:15:00,S1059,5.0,0.44,10.72,False
2023-01-14 13:30:00,S1059,4.36,0.48,10.89,False
2023-01-14 13:45:00,S1059,4.49,0.39,10.23,False
2023-01-14 14:00:00,S1059,4.41,0.34,8.8,False
2023-01-14 14:15:00,S1059,4.31,0.59,10.53,False
2023-01-14 14:30:00,S1059,4.7,0.59,8.77,False
2023-01-14 14:45:00,S1059,4.56,0.44,9.46,False
2023-01-14 15:00:00,S1059,4.49,0.53,9.29,False
2023-01-14 15:15:00,S1059,4.35,0.49,11.73,False
2023-01-14 15:30:00,S1059,4.52,0.63,9.29,False
2023-01-14 15:45:00,S1059,4.63,0.5,10.63,False
2023-01-14 16:00:00,S1059,4.51,0.52,9.68,False
2023-01-14 16:15:00,S1059,4.69,0.6,10.3,False
2023-01-14 16:30:00,S1059,4.28,0.34,10.82,False
2023-01-14 16:45:00,S1059,4.53,0.46,8.79,False
2023-01-14 17:00:00,S1059,4.87,0.47,8.28,False
2023-01-14 17:15:00,S1059,4.49,0.4,9.95,False
2023-01-14 17:30:00,S1059,4.56,0.56,8.92,False
2023-01-14 17:45:00,S1059,4.37,0.48,10.37,False
2023-01-14 18:00:00,S1059,4.36,0.45,9.45,False
2023-01-14 18:15:00,S1059,4.67,0.53,11.16,False
2023-01-14 18:30:00,S1059,4.44,0.41,9.69,False
2023-01-14 18:45:00,S1059,4.16,0.3,11.24,False
2023-01-14 19:00:00,S1059,4.64,0.48,11.07,False
2023-01-14 19:15:00,S1059,4.52,0.54,9.37,False
2023-01-14 19:30:00,S1059,4.22,0.83,13.23,False
2023-01-14 19:45:00,S1059,4.26,0.47,11.16,False
2023-01-14 20:00:00,S1059,4.75,0.5,9.99,False
2023-01-14 20:15:00,S1059,4.53,0.71,9.01,False
2023-01-14 20:30:00,S1059,4.92,0.62,9.74,False
2023-01-14 20:45:00,S1059,4.45,0.48,8.93,False
2023-01-14 21:00:00,S1059,4.71,0.32,10.16,False
2023-01-14 21:15:00,S1059,4.17,0.35,10.39,False
2023-01-14 21:30:00,S1059,4.25,0.65,9.02,False
2023-01-14 21:45:00,S1059,4.74,0.33,10.22,False
2023-01-14 22:00:00,S1059,4.58,0.54,10.59,False
2023-01-14 22:15:00,S1059,4.32,0.49,8.51,False
2023-01-14 22:30:00,S1059,4.2,0.52,11.18,False
2023-01-14 22:45:00,S1059,4.44,0.51,10.27,False
2023-01-14 23:00:00,S1059,5.06,0.53,8.65,False
2023-01-14 23:15:00,S1059,4.54,0.29,8.25,False
2023-01-14 23:30:00,S1059,4.25,0.4,9.49,False
2023-01-14 23:45:00,S1059,4.58,0.54,9.65,False
2023-01-15 00:00:00,S1059,4.83,0.55,10.33,False
2023-01-15 00:15:00,S1059,4.55,0.26,9.49,False
2023-01-15 00:30:00,S1059,4.09,0.45,8.39,False
2023-01-15 00:45:00,S1059,4.45,0.54,10.93,False
2023-01-15 01:00:00,S1059,4.41,0.39,8.55,False
2023-01-15 01:15:00,S1059,4.22,0.57,11.38,False
2023-01-15 01:30:00,S1059,4.39,0.54,9.63,False
2023-01-15 01:45:00,S1059,4.43,0.63,11.24,False
2023-01-15 02:00:00,S1059,4.43,0.39,10.95,False
2023-01-15 02:15:00,S1059,4.44,0.32,9.77,False
2023-01-15 02:30:00,S1059,4.53,0.66,9.81,False
2023-01-15 02:45:00,S1059,4.5,0.55,12.14,False
2023-01-15 03:00:00,S1059,4.19,0.52,10.86,False
2023-01-15 03:15:00,S1059,4.44,0.67,10.24,False
2023-01-15 03:30:00,S1059,4.46,0.65,9.17,False
2023-01-15 03:45:00,S1059,4.53,0.45,9.64,False
2023-01-15 04:00:00,S1059,4.24,0.46,9.06,False
2023-01-15 04:15:00,S1059,4.26,0.37,9.45,False
2023-01-15 04:30:00,S1059,4.33,0.48,10.31,False
2023-01-15 04:45:00,S1059,4.45,0.46,9.49,False
2023-01-15 05:00:00,S1059,4.76,0.6,9.05,False
2023-01-15 05:15:00,S1059,4.23,0.52,10.62,False
2023-01-15 05:30:00,S1059,4.38,0.59,11.28,False
2023-01-15 05:45:00,S1059,4.25,0.5,9.88,False
2023-01-15 06:00:00,S1059,4.35,0.39,10.41,False
2023-01-15 06:15:00,S1059,4.45,0.45,10.16,False
2023-01-15 06:30:00,S1059,4.87,0.39,10.55,False
2023-01-15 06:45:00,S1059,4.26,0.5,10.19,False
2023-01-15 07:00:00,S1059,4.51,0.52,10.08,False
2023-01-15 07:15:00,S1059,4.48,0.45,8.73,False
2023-01-15 07:30:00,S1059,4.4,0.37,9.49,False
2023-01-15 07:45:00,S1059,4.73,0.59,11.46,False
2023-01-15 08:00:00,S1059,4.46,0.51,7.85,False
2023-01-15 08:15:00,S1059,4.69,0.5,12.03,False
2023-01-15 08:30:00,S1059,4.51,0.48,7.88,False
2023-01-15 08:45:00,S1059,4.69,0.56,10.88,False
2023-01-15 09:00:00,S1059,4.52,0.51,11.55,False
2023-01-15 09:15:00,S1059,4.55,0.4,10.18,False
2023-01-15 09:30:00,S1059,4.31,0.55,9.87,False
2023-01-15 09:45:00,S1059,4.41,0.56,9.63,False
2023-01-15 10:00:00,S1059,4.6,0.43,12.11,False
2023-01-15 10:15:00,S1059,4.2,0.49,10.11,False
2023-01-15 10:30:00,S1059,4.5,0.36,9.3,False
2023-01-15 10:45:00,S1059,4.61,0.66,10.76,False
2023-01-15 11:00:00,S1059,4.31,0.5,10.05,False
2023-01-15 11:15:00,S1059,4.57,0.37,9.71,False
2023-01-15 11:30:00,S1059,4.34,0.42,10.67,False
2023-01-15 11:45:00,S1059,4.24,0.42,10.46,False
2023-01-15 12:00:00,S1059,4.46,0.38,10.41,False
2023-01-15 12:15:00,S1059,4.51,0.67,9.49,False
2023-01-15 12:30:00,S1059,4.21,0.49,10.1,False
2023-01-15 12:45:00,S1059,4.39,0.32,10.87,False
2023-01-15 13:00:00,S1059,4.73,0.76,9.06,False
2023-01-15 13:15:00,S1059,4.7,0.36,8.52,False
2023-01-15 13:30:00,S1059,4.74,0.42,9.64,False
2023-01-15 13:45:00,S1059,4.29,0.35,10.79,False
2023-01-15 14:00:00,S1059,4.49,0.61,9.42,False
2023-01-15 14:15:00,S1059,4.82,0.46,10.23,False
2023-01-15 14:30:00,S1059,4.59,0.59,10.37,False
2023-01-15 14:45:00,S1059,4.45,0.66,10.58,False
2023-01-15 15:00:00,S1059,4.82,0.6,12.36,False
2023-01-15 15:15:00,S1059,4.61,0.52,10.37,False
2023-01-15 15:30:00,S1059,4.55,0.38,9.74,False
2023-01-15 15:45:00,S1059,4.59,0.32,10.38,False
2023-01-15 16:00:00,S1059,4.27,0.68,10.41,False
2023-01-15 16:15:00,S1059,4.82,0.5,11.57,False
2023-01-15 16:30:00,S1059,4.85,0.55,11.02,False
2023-01-15 16:45:00,S1059,4.28,0.6,11.18,False
2023-01-15 17:00:00,S1059,4.63,0.46,9.89,False
2023-01-15 17:15:00,S1059,4.54,0.65,11.34,False
2023-01-15 17:30:00,S1059,4.85,0.48,11.8,False
2023-01-15 17:45:00,S1059,4.82,0.51,11.13,False
2023-01-15 18:00:00,S1059,4.41,0.39,11.49,False
2023-01-15 18:15:00,S1059,3.99,0.53,9.94,False
2023-01-15 18:30:00,S1059,4.28,0.6,10.43,False
2023-01-15 18:45:00,S1059,4.47,0.62,9.89,False
2023-01-15 19:00:00,S1059,4.64,0.56,7.07,False
2023-01-15 19:15:00,S1059,4.58,0.58,8.47,False
2023-01-15 19:30:00,S1059,4.43,0.67,10.15,False
2023-01-15 19:45:00,S1059,4.47,0.67,10.19,False
2023-01-15 20:00:00,S1059,4.64,0.57,10.18,False
2023-01-15 20:15:00,S1059,4.76,0.59,9.81,False
2023-01-15 20:30:00,S1059,4.35,0.46,10.41,False
2023-01-15 20:45:00,S1059,4.35,0.45,11.24,False
2023-01-15 21:00:00,S1059,4.63,0.48,9.35,False
2023-01-15 21:15:00,S1059,4.6,0.49,9.29,False
2023-01-15 21:30:00,S1059,4.57,0.39,10.82,False
2023-01-15 21:45:00,S1059,4.7,0.3,9.84,False
2023-01-15 22:00:00,S1059,4.68,0.6,8.86,False
2023-01-15 22:15:00,S1059,4.47,0.61,10.17,False
2023-01-15 22:30:00,S1059,4.51,0.35,9.91,False
2023-01-15 22:45:00,S1059,4.26,0.41,9.33,False
2023-01-15 23:00:00,S1059,4.11,0.36,11.83,False
2023-01-15 23:15:00,S1059,5.1,0.45,10.52,False
2023-01-15 23:30:00,S1059,4.66,0.59,9.55,False
2023-01-15 23:45:00,S1059,4.62,0.52,9.6,False
2023-01-16 00:00:00,S1059,4.42,0.56,9.98,False
2023-01-16 00:15:00,S1059,4.93,0.74,9.18,False
2023-01-16 00:30:00,S1059,4.45,0.52,8.8,False
2023-01-16 00:45:00,S1059,4.65,0.58,10.12,False
2023-01-16 01:00:00,S1059,4.76,0.39,9.51,False
2023-01-16 01:15:00,S1059,4.66,0.52,9.64,False
2023-01-16 01:30:00,S1059,4.46,0.55,8.76,False
2023-01-16 01:45:00,S1059,4.46,0.53,11.1,False
2023-01-16 02:00:00,S1059,4.57,0.67,9.83,False
2023-01-16 02:15:00,S1059,4.82,0.52,10.28,False
2023-01-16 02:30:00,S1059,4.22,0.45,12.32,False
2023-01-16 02:45:00,S1059,4.74,0.44,10.28,False
2023-01-16 03:00:00,S1059,4.65,0.61,10.33,False
2023-01-16 03:15:00,S1059,4.53,0.72,11.18,False
2023-01-16 03:30:00,S1059,4.26,0.5,8.78,False
2023-01-16 03:45:00,S1059,4.37,0.48,9.45,False
2023-01-16 04:00:00,S1059,4.7,0.49,8.65,False
2023-01-16 04:15:00,S1059,4.03,0.43,9.76,False
2023-01-16 04:30:00,S1059,4.15,0.61,9.85,False
2023-01-16 04:45:00,S1059,4.87,0.62,10.28,False
2023-01-16 05:00:00,S1059,4.81,0.73,9.05,False
2023-01-16 05:15:00,S1059,4.4,0.49,10.21,False
2023-01-16 05:30:00,S1059,4.22,0.53,10.74,False
2023-01-16 05:45:00,S1059,4.42,0.49,8.26,False
2023-01-16 06:00:00,S1059,4.47,0.64,11.57,False
2023-01-16 06:15:00,S1059,4.46,0.46,11.59,False
2023-01-16 06:30:00,S1059,4.36,0.63,10.65,False
2023-01-16 06:45:00,S1059,4.6,0.51,10.4,False
2023-01-16 07:00:00,S1059,4.59,0.57,9.5,False
2023-01-16 07:15:00,S1059,4.42,0.4,11.67,False
2023-01-16 07:30:00,S1059,4.46,0.5,8.01,False
2023-01-16 07:45:00,S1059,4.44,0.49,8.95,False
2023-01-16 08:00:00,S1059,4.2,0.36,10.14,False
2023-01-16 08:15:00,S1059,4.58,0.51,8.54,False
2023-01-16 08:30:00,S1059,4.35,0.35,10.97,False
2023-01-16 08:45:00,S1059,4.39,0.54,11.0,False
2023-01-16 09:00:00,S1059,4.36,0.55,9.79,False
2023-01-16 09:15:00,S1059,4.48,0.49,9.95,False
2023-01-16 09:30:00,S1059,4.76,0.44,8.62,False
2023-01-16 09:45:00,S1059,4.63,0.37,6.57,False
2023-01-16 10:00:00,S1059,4.74,0.42,11.23,False
2023-01-16 10:15:00,S1059,4.8,0.46,10.88,False
2023-01-16 10:30:00,S1059,4.52,0.65,10.48,False
2023-01-16 10:45:00,S1059,4.83,0.39,10.48,False
2023-01-16 11:00:00,S1059,4.49,0.41,10.7,False
2023-01-16 11:15:00,S1059,4.49,0.46,6.8,False
2023-01-16 11:30:00,S1059,4.27,0.7,10.17,False
2023-01-16 11:45:00,S1059,5.1,0.62,8.83,False
2023-01-16 12:00:00,S1059,4.7,0.62,11.15,False
2023-01-16 12:15:00,S1059,4.19,0.55,10.24,False
2023-01-16 12:30:00,S1059,4.04,0.56,10.6,False
2023-01-16 12:45:00,S1059,4.34,0.67,9.87,False
2023-01-16 13:00:00,S1059,4.86,0.58,11.03,False
2023-01-16 13:15:00,S1059,4.54,0.7,8.21,False
2023-01-16 13:30:00,S1059,4.63,0.48,9.89,False
2023-01-16 13:45:00,S1059,4.62,0.58,9.5,False
2023-01-16 14:00:00,S1059,4.41,0.59,9.88,False
2023-01-16 14:15:00,S1059,4.32,0.44,10.55,False
2023-01-16 14:30:00,S1059,4.03,0.43,10.66,False
2023-01-16 14:45:00,S1059,4.43,0.44,9.87,False
2023-01-16 15:00:00,S1059,4.35,0.56,9.02,False
2023-01-16 15:15:00,S1059,4.57,0.54,11.81,False
2023-01-16 15:30:00,S1059,4.2,0.64,11.16,False
2023-01-16 15:45:00,S1059,4.6,0.47,9.94,False
2023-01-16 16:00:00,S1059,4.61,0.39,9.23,False
2023-01-16 16:15:00,S1059,4.55,0.45,9.74,False
2023-01-16 16:30:00,S1059,4.42,0.44,11.62,False
2023-01-16 16:45:00,S1059,4.53,0.75,10.01,False
2023-01-16 17:00:00,S1059,4.62,0.46,9.43,False
2023-01-16 17:15:00,S1059,4.5,0.41,10.81,False
2023-01-16 17:30:00,S1059,4.47,0.5,11.72,False
2023-01-16 17:45:00,S1059,4.7,0.47,10.28,False
2023-01-16 18:00:00,S1059,4.45,0.57,11.37,False
2023-01-16 18:15:00,S1059,4.5,0.61,9.57,False
2023-01-16 18:30:00,S1059,4.59,0.49,10.03,False
2023-01-16 18:45:00,S1059,4.52,0.49,9.86,False
2023-01-16 19:00:00,S1059,4.88,0.67,9.48,False
2023-01-16 19:15:00,S1059,4.11,0.27,9.13,False
2023-01-16 19:30:00,S1059,4.23,0.35,11.23,False
2023-01-16 19:45:00,S1059,4.62,0.39,10.0,False
2023-01-16 20:00:00,S1059,4.7,0.48,7.64,False
2023-01-16 20:15:00,S1059,4.44,0.43,9.3,False
2023-01-16 20:30:00,S1059,4.91,0.35,11.18,False
2023-01-16 20:45:00,S1059,4.72,0.4,9.39,False
2023-01-16 21:00:00,S1059,4.52,0.42,9.27,False
2023-01-16 21:15:00,S1059,4.78,0.59,10.97,False
2023-01-16 21:30:00,S1059,4.3,0.39,11.98,False
2023-01-16 21:45:00,S1059,4.54,0.4,8.86,False
2023-01-16 22:00:00,S1059,4.25,0.43,9.56,False
2023-01-16 22:15:00,S1059,3.98,0.48,9.55,False
2023-01-16 22:30:00,S1059,4.28,0.65,9.88,False
2023-01-16 22:45:00,S1059,4.71,0.54,10.15,False
2023-01-16 23:00:00,S1059,4.59,0.42,9.03,False
2023-01-16 23:15:00,S1059,4.41,0.43,10.6,False
2023-01-16 23:30:00,S1059,4.81,0.48,10.29,False
2023-01-16 23:45:00,S1059,4.32,0.54,9.77,False
2023-01-01 00:00:00,S1060,4.64,0.36,9.24,False
2023-01-01 00:15:00,S1060,4.27,0.39,10.55,False
2023-01-01 00:30:00,S1060,4.39,0.55,8.35,False
2023-01-01 00:45:00,S1060,4.41,0.55,8.12,False
2023-01-01 01:00:00,S1060,4.34,0.32,9.72,False
2023-01-01 01:15:00,S1060,4.54,0.54,10.05,False
2023-01-01 01:30:00,S1060,4.73,0.5,8.42,False
2023-01-01 01:45:00,S1060,4.44,0.5,8.44,False
2023-01-01 02:00:00,S1060,4.28,0.52,11.59,False
2023-01-01 02:15:00,S1060,4.63,0.51,9.79,False
2023-01-01 02:30:00,S1060,4.47,0.42,10.68,False
2023-01-01 02:45:00,S1060,4.28,0.47,10.91,False
2023-01-01 03:00:00,S1060,4.91,0.56,8.54,False
2023-01-01 03:15:00,S1060,4.94,0.76,9.49,False
2023-01-01 03:30:00,S1060,4.3,0.52,9.74,False
2023-01-01 03:45:00,S1060,4.39,0.56,10.38,False
2023-01-01 04:00:00,S1060,4.45,0.57,9.75,False
2023-01-01 04:15:00,S1060,4.44,0.49,10.34,False
2023-01-01 04:30:00,S1060,4.49,0.47,6.06,False
2023-01-01 04:45:00,S1060,4.55,0.44,10.96,False
2023-01-01 05:00:00,S1060,4.23,0.6,11.4,False
2023-01-01 05:15:00,S1060,4.19,0.5,8.75,False
2023-01-01 05:30:00,S1060,4.4,0.41,9.56,False
2023-01-01 05:45:00,S1060,4.34,0.66,10.48,False
2023-01-01 06:00:00,S1060,4.92,0.59,11.82,False
2023-01-01 06:15:00,S1060,4.78,0.43,9.72,False
2023-01-01 06:30:00,S1060,4.55,0.52,8.14,False
2023-01-01 06:45:00,S1060,4.31,0.33,10.17,False
2023-01-01 07:00:00,S1060,4.49,0.39,11.65,False
2023-01-01 07:15:00,S1060,4.43,0.47,9.28,False
2023-01-01 07:30:00,S1060,4.57,0.41,8.42,False
2023-01-01 07:45:00,S1060,4.68,0.35,10.7,False
2023-01-01 08:00:00,S1060,4.62,0.56,9.59,False
2023-01-01 08:15:00,S1060,4.66,0.18,10.38,False
2023-01-01 08:30:00,S1060,4.25,0.47,8.86,False
2023-01-01 08:45:00,S1060,4.72,0.55,10.14,False
2023-01-01 09:00:00,S1060,4.62,0.68,9.52,False
2023-01-01 09:15:00,S1060,4.27,0.52,9.16,False
2023-01-01 09:30:00,S1060,4.4,0.41,11.09,False
2023-01-01 09:45:00,S1060,4.47,0.55,9.11,False
2023-01-01 10:00:00,S1060,4.69,0.47,12.19,False
2023-01-01 10:15:00,S1060,4.36,0.57,10.24,False
2023-01-01 10:30:00,S1060,4.51,0.38,9.68,False
2023-01-01 10:45:00,S1060,4.69,0.55,9.94,False
2023-01-01 11:00:00,S1060,4.52,0.48,11.75,False
2023-01-01 11:15:00,S1060,4.7,0.45,12.57,False
2023-01-01 11:30:00,S1060,4.14,0.63,10.87,False
2023-01-01 11:45:00,S1060,5.09,0.52,11.77,False
2023-01-01 12:00:00,S1060,4.5,0.39,10.56,False
2023-01-01 12:15:00,S1060,4.56,0.5,8.06,False
2023-01-01 12:30:00,S1060,4.72,0.36,10.55,False
2023-01-01 12:45:00,S1060,4.48,0.64,10.36,False
2023-01-01 13:00:00,S1060,4.83,0.39,10.5,False
2023-01-01 13:15:00,S1060,4.45,0.61,8.87,False
2023-01-01 13:30:00,S1060,4.46,0.42,11.57,False
2023-01-01 13:45:00,S1060,4.64,0.56,10.73,False
2023-01-01 14:00:00,S1060,4.6,0.37,11.25,False
2023-01-01 14:15:00,S1060,4.36,0.66,9.55,False
2023-01-01 14:30:00,S1060,4.67,0.33,9.89,False
2023-01-01 14:45:00,S1060,4.72,0.53,10.05,False
2023-01-01 15:00:00,S1060,4.21,0.46,9.43,False
2023-01-01 15:15:00,S1060,4.62,0.51,9.08,False
2023-01-01 15:30:00,S1060,4.5,0.45,10.52,False
2023-01-01 15:45:00,S1060,4.61,0.3,11.35,False
2023-01-01 16:00:00,S1060,4.25,0.65,10.59,False
2023-01-01 16:15:00,S1060,4.47,0.65,10.11,False
2023-01-01 16:30:00,S1060,4.52,0.26,10.41,False
2023-01-01 16:45:00,S1060,4.61,0.62,9.23,False
2023-01-01 17:00:00,S1060,4.55,0.48,10.38,False
2023-01-01 17:15:00,S1060,4.42,0.61,8.62,False
2023-01-01 17:30:00,S1060,4.71,0.49,8.51,False
2023-01-01 17:45:00,S1060,4.26,0.52,11.71,False
2023-01-01 18:00:00,S1060,4.59,0.39,9.24,False
2023-01-01 18:15:00,S1060,4.4,0.55,9.63,False
2023-01-01 18:30:00,S1060,4.32,0.52,8.88,False
2023-01-01 18:45:00,S1060,4.54,0.45,9.78,False
2023-01-01 19:00:00,S1060,4.37,0.68,10.02,False
2023-01-01 19:15:00,S1060,4.48,0.57,10.87,False
2023-01-01 19:30:00,S1060,4.3,0.6,13.24,False
2023-01-01 19:45:00,S1060,4.54,0.51,10.92,False
2023-01-01 20:00:00,S1060,4.49,0.51,9.69,False
2023-01-01 20:15:00,S1060,4.36,0.51,11.24,False
2023-01-01 20:30:00,S1060,4.61,0.47,8.17,False
2023-01-01 20:45:00,S1060,4.58,0.37,9.47,False
2023-01-01 21:00:00,S1060,4.68,0.58,10.35,False
2023-01-01 21:15:00,S1060,4.44,0.5,9.36,False
